368516.356	4075059.679
368627.162	4075056.269
368696.202	4075039.222
368735.411	4075015.356
368823.626	4074879.413
368828.788	4074812.779
368825.695	4074790.181
368818.797	4074774.244
368756.936	4074739.316
368709.773	4074699.826
368616.602	4074700.169
368551.519	4074751.893
368505.276	4074779.981
368450.724	4074803.120
368411.516	4074823.577
368414.925	4074864.490
368449.020	4074962.510
368485.671	4075025.585
